date,bot_type,entry_price,exit_price,pnl,exit_reason,credit_or_debit,strike_a,strike_b,strike_c,strike_d,vix,atr,adx,rsi,confluence
2023-07-10,BEARISH,4397.7001953125,4409.919921875,-301.0,EXPIRY,-3.01,4400,4390.0,0,0,15.069999694824219,39.653501225382215,21.1638460556157,41.308814308903855,3
2023-07-11,SIDEWAYS,4422.330078125,4439.27978515625,-279.978515625,EXPIRY,1.48,4435,4440.0,4410,4405,14.84000015258789,37.390391166164584,23.377224873567606,48.24839746850333,0
2023-07-12,BULLISH,4467.330078125,4472.66015625,495.015625,EXPIRY,-2.71,4465,4475.0,0,0,13.539999961853027,37.09569578150931,17.110994026779785,62.65293792472979,4
2023-07-13,BULLISH,4499.4599609375,4509.89013671875,717.0136718749999,EXPIRY,-2.72,4500,4510.0,0,0,13.609999656677246,38.69361342730807,23.77162754205028,64.06110044478052,4
2023-07-14,BULLISH,4511.72021484375,4506.0400390625,-267.0,EXPIRY,-2.67,4510,4520.0,0,0,13.34000015258789,39.563761845333666,31.611476689356493,73.08142275439309,4
2023-07-17,BULLISH,4516.31005859375,4522.2900390625,459.00390625,EXPIRY,-2.7,4515,4525.0,0,0,13.479999542236328,38.048554536789176,33.85275899102536,64.67716271277484,3
2023-07-18,BULLISH,4543.77978515625,4555.64013671875,734.0,EXPIRY,-2.66,4545,4555.0,0,0,13.300000190734863,36.70210664021729,35.42626279628387,66.86938006706754,4
2023-07-19,BULLISH,4567.85009765625,4565.64990234375,-275.0,EXPIRY,-2.75,4570,4580.0,0,0,13.760000228881836,38.16982054652165,40.380153853171514,76.13240994233584,4
2023-07-20,BULLISH,4551.64990234375,4535.27978515625,-140.0,STOP_LOSS,-2.8,4550,4560.0,0,0,13.989999771118164,36.20720384865209,45.062568003114755,67.64836531441196,4
2023-07-24,SIDEWAYS,4558.259765625,4555.06005859375,140.0,EXPIRY,1.4,4570,4575.0,4545,4540,13.90999984741211,34.28923554354313,20.929486277144953,47.170703013399724,0
2023-07-25,BULLISH,4567.43017578125,4568.31982421875,54.982421875,EXPIRY,-2.77,4565,4575.0,0,0,13.859999656677246,33.326712471070714,18.902931526432237,54.9510779750186,4
2023-07-26,BULLISH,4559.39013671875,4567.5498046875,490.98046874999994,EXPIRY,-2.64,4560,4570.0,0,0,13.1899995803833,32.643176849927954,23.320048172011102,58.55159278132308,4
2023-07-27,BULLISH,4596.990234375,4537.81982421875,-144.0,STOP_LOSS,-2.88,4595,4605.0,0,0,14.40999984741211,32.942771499104225,19.913946050051287,57.84924364801836,4
2023-07-28,BEARISH,4588.9599609375,4581.72998046875,560.001953125,EXPIRY,-2.67,4590,4580.0,0,0,13.329999923706055,39.01837071589033,23.15387587225132,38.86592961749563,2
2023-07-31,BULLISH,4584.7900390625,4589.47998046875,174.998046875,EXPIRY,-2.73,4585,4595.0,0,0,13.630000114440918,40.84925462043828,18.830403312801703,55.58845648221107,4
2023-08-01,BULLISH,4570.31005859375,4576.60986328125,381.986328125,EXPIRY,-2.79,4570,4580.0,0,0,13.930000305175781,38.213364421046506,15.246110254616841,58.122594395705086,4
